"old_path","file_role","scientific_owner","active_status","tracked","baseline_manifest_member","destination_repo","proposed_new_path","rationale"
"inst/schemas/microglia_neuropil_independence_claim_gate.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/microglia_neuropil_independence_claim_gate.yml","output schema contract used by schema validation"
"inst/schemas/microglia_neuropil_independence_endpoint_scope_audit.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/microglia_neuropil_independence_endpoint_scope_audit.yml","output schema contract used by schema validation"
"inst/schemas/module_group_effects.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/module_group_effects.yml","output schema contract used by schema validation"
"inst/schemas/protein_matrix.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/protein_matrix.yml","output schema contract used by schema validation"
"inst/schemas/sample_metadata.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/sample_metadata.yml","output schema contract used by schema validation"
"inst/schemas/supermodule_group_effects.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/supermodule_group_effects.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_entity_claim_readiness.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_entity_claim_readiness.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_final_label_lookup.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_final_label_lookup.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_group_effect_animal_spatial_unit_values.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_group_effect_animal_spatial_unit_values.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_group_effect_contract_status.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_group_effect_contract_status.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_group_effect_downstream_consumer_migration_audit.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_group_effect_downstream_consumer_migration_audit.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_group_effect_hemisphere_values.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_group_effect_hemisphere_values.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_group_effect_model_validation.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_group_effect_model_validation.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_inferential_handoff.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_inferential_handoff.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_label_candidates.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_label_candidates.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_module_contract.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_module_contract.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_reviewed_final_label_lookup.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_reviewed_final_label_lookup.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_reviewed_label_registry.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_reviewed_label_registry.yml","output schema contract used by schema validation"
"inst/schemas/wgcna_robustness_claim_gate.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","inst/schemas/wgcna_robustness_claim_gate.yml","output schema contract used by schema validation"
"manuscript/abstract_provenance.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","manuscript/front_matter/abstract_provenance.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/behavior_prediction_contract.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/behavior_prediction_contract.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/canonical_publication_registry.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/publication_registry/canonical_publication_registry.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/citation_needs.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","manuscript/citations/citation_needs.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/discussion_statement_provenance.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/discussion_statement_provenance.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/extended_data_09_legend.md","MANUSCRIPT_TEXT","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","manuscript/legends/extended_data_09_legend.md","manuscript prose owned by the publication repository"
"manuscript/extended_data_promotion_audit.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/extended_data_promotion_audit.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure1_authoritative_source_inventory.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/publication_registry/figure1_authoritative_source_inventory.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure1_bridge_conflicts.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/figure1_bridge_conflicts.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure1_bridge_import_manifest.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/source_manifests/figure1_bridge_import_manifest.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure1_bridge_mmmsociability/behavior_prediction_model_ladder.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/behavior_prediction_model_ladder.csv","frozen upstream behaviour bridge contract and provenance"
"manuscript/figure1_bridge_mmmsociability/behavior_sex_effect_contract.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/behavior_sex_effect_contract.csv","frozen upstream behaviour bridge contract and provenance"
"manuscript/figure1_bridge_mmmsociability/early_behavior_later_outcome_association.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/early_behavior_later_outcome_association.csv","frozen upstream behaviour bridge contract and provenance"
"manuscript/figure1_bridge_mmmsociability/figure1_claim_contract.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/figure1_claim_contract.csv","frozen upstream behaviour bridge contract and provenance"
"manuscript/figure1_bridge_mmmsociability/figure1_methods_contract.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/figure1_methods_contract.csv","frozen upstream behaviour bridge contract and provenance"
"manuscript/figure1_bridge_mmmsociability/figure1_repo_provenance.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/figure1_repo_provenance.csv","frozen upstream behaviour bridge contract and provenance"
"manuscript/figure1_bridge_mmmsociability/figure1_source_data_manifest.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/figure1_source_data_manifest.csv","frozen upstream behaviour bridge contract and provenance"
"manuscript/figure1_bridge_mmmsociability/figure1_timeline_contract.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/figure1_timeline_contract.csv","frozen upstream behaviour bridge contract and provenance"
"manuscript/figure1_bridge_mmmsociability/source_data/figure1_panel_source_manifest.csv","PUBLICATION_SOURCE_DATA","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/source_data/figure1_panel_source_manifest.csv","byte-exact frozen behaviour source data imported from topohl/MMMSociability; the bundle keeps its own internal source_data/ layout so it remains a byte-exact mirror and the frozen import manifest resolves by prefix substitution alone"
"manuscript/figure1_bridge_mmmsociability/source_data/figure1_panel_statistics.csv","PUBLICATION_SOURCE_DATA","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/source_data/figure1_panel_statistics.csv","byte-exact frozen behaviour source data imported from topohl/MMMSociability; the bundle keeps its own internal source_data/ layout so it remains a byte-exact mirror and the frozen import manifest resolves by prefix substitution alone"
"manuscript/figure1_bridge_mmmsociability/source_data/figure1a_timeline_source.csv","PUBLICATION_SOURCE_DATA","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/source_data/figure1a_timeline_source.csv","byte-exact frozen behaviour source data imported from topohl/MMMSociability; the bundle keeps its own internal source_data/ layout so it remains a byte-exact mirror and the frozen import manifest resolves by prefix substitution alone"
"manuscript/figure1_bridge_mmmsociability/source_data/figure1b_combz_classification_source.csv","PUBLICATION_SOURCE_DATA","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/source_data/figure1b_combz_classification_source.csv","byte-exact frozen behaviour source data imported from topohl/MMMSociability; the bundle keeps its own internal source_data/ layout so it remains a byte-exact mirror and the frozen import manifest resolves by prefix substitution alone"
"manuscript/figure1_bridge_mmmsociability/source_data/figure1c_movement_combz_source.csv","PUBLICATION_SOURCE_DATA","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/source_data/figure1c_movement_combz_source.csv","byte-exact frozen behaviour source data imported from topohl/MMMSociability; the bundle keeps its own internal source_data/ layout so it remains a byte-exact mirror and the frozen import manifest resolves by prefix substitution alone"
"manuscript/figure1_bridge_mmmsociability/source_data/figure1d_loao_predictions_source.csv","PUBLICATION_SOURCE_DATA","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/source_data/figure1d_loao_predictions_source.csv","byte-exact frozen behaviour source data imported from topohl/MMMSociability; the bundle keeps its own internal source_data/ layout so it remains a byte-exact mirror and the frozen import manifest resolves by prefix substitution alone"
"manuscript/figure1_bridge_mmmsociability/source_data/figure1e_permutation_source.csv","PUBLICATION_SOURCE_DATA","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/source_data/figure1e_permutation_source.csv","byte-exact frozen behaviour source data imported from topohl/MMMSociability; the bundle keeps its own internal source_data/ layout so it remains a byte-exact mirror and the frozen import manifest resolves by prefix substitution alone"
"manuscript/figure1_bridge_mmmsociability/source_data/figure1f_repeated_cv_source.csv","PUBLICATION_SOURCE_DATA","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","source_data/MMMSociability/source_data/figure1f_repeated_cv_source.csv","byte-exact frozen behaviour source data imported from topohl/MMMSociability; the bundle keeps its own internal source_data/ layout so it remains a byte-exact mirror and the frozen import manifest resolves by prefix substitution alone"
"manuscript/figure1_bridge_provenance.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/figure1_bridge_provenance.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure1_figure_red_team.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/figure1_figure_red_team.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure1_legend.md","MANUSCRIPT_TEXT","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","manuscript/legends/figure1_legend.md","manuscript prose owned by the publication repository"
"manuscript/figure1_red_team_review.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/figure1_red_team_review.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure1_timeline_contract.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/figure1_timeline_contract.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure_canonical_generation_registry.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/publication_registry/figure_canonical_generation_registry.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure_claim_support_matrix.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/figure_claim_support_matrix.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure_generation_inventory.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/publication_registry/figure_generation_inventory.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure_panel_reference_audit.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/figure_panel_reference_audit.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure_pb01_registration_audit.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/figure_pb01_registration_audit.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure_phase5b_changed_outputs.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/figure_phase5b_changed_outputs.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/figure_promotion_blockers.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/figure_promotion_blockers.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/manuscript_draft.md","MANUSCRIPT_TEXT","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","manuscript/manuscript_draft.md","manuscript prose owned by the publication repository"
"manuscript/methods_red_team_review.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/methods_red_team_review.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/methods_statement_provenance.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/methods_statement_provenance.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/methods_todo.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/methods_todo.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/outcome_score_contract.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/outcome_score_contract.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/prerestructure_freeze_manifest.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/source_manifests/prerestructure_freeze_manifest.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/results_claim_provenance.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/results_claim_provenance.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/results_red_team_review.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/results_red_team_review.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/results_statement_provenance.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/results_statement_provenance.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/submission_readiness.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","manuscript/front_matter/submission_readiness.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/title_selection.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","manuscript/front_matter/title_selection.csv","manuscript claim / provenance record; not a scientific analysis product"
"manuscript/wgcna_45_contract.csv","MANUSCRIPT_PROVENANCE","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","provenance/claims/wgcna_45_contract.csv","manuscript claim / provenance record; not a scientific analysis product"
"pipeline.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,TRUE,"pRoteomics","pipeline.yml","canonical runnable-stage registry"
"proteomics_wgcna_downstream_audit.R","AUDIT","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","audits/wgcna/proteomics_wgcna_downstream_audit.R","root-level audit relocated into the audits tree"
"renv.lock","TOOLING","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","renv.lock","environment / version-control configuration"
"results/manuscript/extended_data/.gitkeep","CANONICAL_ANALYSIS_OUTPUT","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","results/manuscript/extended_data/.gitkeep","canonical analysis output tree; retained at legacy path per S4"
"results/manuscript/figure_1/.gitkeep","CANONICAL_ANALYSIS_OUTPUT","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","results/manuscript/figure_1/.gitkeep","canonical analysis output tree; retained at legacy path per S4"
"results/manuscript/figure_2/.gitkeep","CANONICAL_ANALYSIS_OUTPUT","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","results/manuscript/figure_2/.gitkeep","canonical analysis output tree; retained at legacy path per S4"
"results/manuscript/source_data/.gitkeep","PUBLICATION_SOURCE_DATA","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","results/manuscript/source_data/.gitkeep","canonical analysis output tree; retained at legacy path per S4"
"results/manuscript/supplementary_tables/.gitkeep","CANONICAL_ANALYSIS_OUTPUT","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","results/manuscript/supplementary_tables/.gitkeep","canonical analysis output tree; retained at legacy path per S4"
"results/reports/proteomics_data_dictionary.tsv","CANONICAL_ANALYSIS_OUTPUT","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","results/reports/proteomics_data_dictionary.tsv","canonical analysis output tree; retained at legacy path per S4"
"run_dataset_pipeline.R","ANALYSIS_ENTRYPOINT","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","run_dataset_pipeline.R","top-level pipeline driver"
"tests/smoke_test_active_script_contracts.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/smoke_test_active_script_contracts.R","scientific / architectural regression guard"
"tests/smoke_test_dataset_resolution.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/smoke_test_dataset_resolution.R","scientific / architectural regression guard"
"tests/smoke_test_file_contracts.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/smoke_test_file_contracts.R","scientific / architectural regression guard"
"tests/smoke_test_manifests.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/smoke_test_manifests.R","scientific / architectural regression guard"
"tests/testthat.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat.R","scientific / architectural regression guard"
"tests/testthat/test-animal-id-contract.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-animal-id-contract.R","scientific / architectural regression guard"
"tests/testthat/test-animal-level-protigy-input.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-animal-level-protigy-input.R","scientific / architectural regression guard"
"tests/testthat/test-animal-spatial-networks.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-animal-spatial-networks.R","scientific / architectural regression guard"
"tests/testthat/test-biological-integration-entrypoints.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-biological-integration-entrypoints.R","scientific / architectural regression guard"
"tests/testthat/test-ca2-slm-robustness.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-ca2-slm-robustness.R","scientific / architectural regression guard"
"tests/testthat/test-candidate-figure-layer.R","TEST","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","tests/testthat/test-candidate-figure-layer.R","publication-layer guard: asserts figure renderer/panel behaviour, so it travels with the renderers it guards"
"tests/testthat/test-canonical-marker-qc.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-canonical-marker-qc.R","scientific / architectural regression guard"
"tests/testthat/test-ci-dry-runs.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-ci-dry-runs.R","scientific / architectural regression guard"
"tests/testthat/test-clusterprofiler-master-hardening.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-clusterprofiler-master-hardening.R","scientific / architectural regression guard"
"tests/testthat/test-clusterprofiler-reproducibility.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-clusterprofiler-reproducibility.R","scientific / architectural regression guard"
"tests/testthat/test-comparego-canonical-contract.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-comparego-canonical-contract.R","scientific / architectural regression guard"
"tests/testthat/test-comparego-spatial-program-atlas.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-comparego-spatial-program-atlas.R","scientific / architectural regression guard"
"tests/testthat/test-compartment-abundance-utils.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-compartment-abundance-utils.R","scientific / architectural regression guard"
"tests/testthat/test-control-compartment-abundance-rendering.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-control-compartment-abundance-rendering.R","scientific / architectural regression guard"
"tests/testthat/test-control-spatial-identity.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-control-spatial-identity.R","scientific / architectural regression guard"
"tests/testthat/test-dataset-cli-contracts.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-dataset-cli-contracts.R","scientific / architectural regression guard"
"tests/testthat/test-dataset-config.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-dataset-config.R","scientific / architectural regression guard"
"tests/testthat/test-editorial-v8-figure-layer.R","TEST","publication","ACTIVE_CANONICAL",TRUE,FALSE,"Exp9_manuscript","tests/testthat/test-editorial-v8-figure-layer.R","publication-layer guard: asserts figure renderer/panel behaviour, so it travels with the renderers it guards"
"tests/testthat/test-empirical-roi-marker-discovery.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-empirical-roi-marker-discovery.R","scientific / architectural regression guard"
"tests/testthat/test-enrichment-downstream-canonical-consumers.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-enrichment-downstream-canonical-consumers.R","scientific / architectural regression guard"
"tests/testthat/test-enrichment-term-gene-provenance.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-enrichment-term-gene-provenance.R","scientific / architectural regression guard"
"tests/testthat/test-ewce-contract-utils.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-ewce-contract-utils.R","scientific / architectural regression guard"
"tests/testthat/test-ewce-dataset-saving.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-ewce-dataset-saving.R","scientific / architectural regression guard"
"tests/testthat/test-export-canonical-ewce-contract.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-export-canonical-ewce-contract.R","scientific / architectural regression guard"
"tests/testthat/test-export-dry-run-hygiene.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-export-dry-run-hygiene.R","scientific / architectural regression guard"
"tests/testthat/test-export-target-path-budget.R","TEST","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","tests/testthat/test-export-target-path-budget.R","scientific / architectural regression guard"
"tests/testthat/test-extended-data-behaviour.R","TEST","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","tests/testthat/test-extended-data-behaviour.R","publication-layer guard: asserts figure renderer/panel behaviour, so it travels with the renderers it guards"
"tests/testthat/test-figure-01-renderer.R","TEST","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","tests/testthat/test-figure-01-renderer.R","publication-layer guard: asserts figure renderer/panel behaviour, so it travels with the renderers it guards"
"tests/testthat/test-figure-generation-adjudication.R","TEST","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","tests/testthat/test-figure-generation-adjudication.R","publication-layer guard: asserts figure renderer/panel behaviour, so it travels with the renderers it guards"
"tests/testthat/test-figure-promotion-v9.R","TEST","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","tests/testthat/test-figure-promotion-v9.R","publication-layer guard: asserts figure renderer/panel behaviour, so it travels with the renderers it guards"
"tests/testthat/test-figure1-behaviour-bridge.R","TEST","publication","ACTIVE_CANONICAL",TRUE,TRUE,"Exp9_manuscript","tests/testthat/test-figure1-behaviour-bridge.R","publication-layer guard: asserts figure renderer/panel behaviour, so it travels with the renderers it guards"
"tests/testthat/test-final-truth-v9-figure-layer.R","TEST","publication","ACTIVE_CANONICAL",TRUE,FALSE,"Exp9_manuscript","tests/testthat/test-final-truth-v9-figure-layer.R","publication-layer guard: asserts figure renderer/panel behaviour, so it travels with the renderers it guards"
